datetime,machineID,errorID
2015-01-03 07:00:00,1,error1
2015-01-03 20:00:00,1,error3
2015-01-04 06:00:00,1,error5
2015-01-10 15:00:00,1,error4
2015-01-22 10:00:00,1,error4
2015-01-25 15:00:00,1,error4
2015-01-27 04:00:00,1,error1
2015-03-03 22:00:00,1,error2
2015-03-05 06:00:00,1,error1
2015-03-20 18:00:00,1,error1
2015-03-26 01:00:00,1,error2
2015-03-31 23:00:00,1,error1
2015-04-19 06:00:00,1,error2
2015-04-19 06:00:00,1,error3
2015-04-29 19:00:00,1,error4
2015-05-04 23:00:00,1,error2
2015-05-12 09:00:00,1,error1
2015-05-21 07:00:00,1,error4
2015-05-24 02:00:00,1,error3
2015-05-25 05:00:00,1,error1
2015-06-09 06:00:00,1,error3
2015-06-18 06:00:00,1,error5
2015-06-23 10:00:00,1,error3
2015-08-23 19:00:00,1,error1
2015-08-30 01:00:00,1,error3
2015-09-01 06:00:00,1,error5
2015-09-13 17:00:00,1,error2
2015-09-15 06:00:00,1,error1
2015-10-01 23:00:00,1,error1
2015-10-15 05:00:00,1,error1
2015-10-16 03:00:00,1,error3
2015-10-16 06:00:00,1,error2
2015-10-16 06:00:00,1,error3
2015-11-10 04:00:00,1,error3
2015-12-15 06:00:00,1,error5
